time	step	repo	object	action	saved_ref	verified	restore	note
10:50	2	spetsmat-bot	pravka/moi-stroki	tombstone	mogila/pravka/moi-stroki=1f5d068	yes	git_zona.py voskresit --branch pravka/moi-stroki	fully in main (rc=0)
10:50	2	spetsmat-bot	pravka/oblozhka-listok	tombstone	mogila/pravka/oblozhka-listok=ec64164	yes	git_zona.py voskresit --branch pravka/oblozhka-listok	fully in main (rc=0)
10:50	2	spetsmat-bot	sklejka-vhoda-s-serverom	tombstone	mogila/sklejka-vhoda-s-serverom=d09c31f	yes	git_zona.py voskresit --branch sklejka-vhoda-s-serverom	fully in main (rc=0)
10:50	2	spetsmat-bot	veb-priyom-zadach	tombstone	mogila/veb-priyom-zadach=2f42fba	yes	git_zona.py voskresit --branch veb-priyom-zadach	fully in main (rc=0)
10:50	2	spetsmat-bot	veb-raspredelenie-mvp	tombstone	mogila/veb-raspredelenie-mvp=e396675	yes	git_zona.py voskresit --branch veb-raspredelenie-mvp	fully in main (rc=0)
10:50	2	spetsmat-bot	veb-vhod-i-obshchee-sostoyanie	tombstone	mogila/veb-vhod-i-obshchee-sostoyanie=d1e2d70	yes	git_zona.py voskresit --branch veb-vhod-i-obshchee-sostoyanie	fully in main (rc=0)
10:50	2	spetsmat-bot	volna17-rovno	tombstone	mogila/volna17-rovno=48eab59	yes	git_zona.py voskresit --branch volna17-rovno	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/B1-test-organizator	tombstone	mogila/zahod/B1-test-organizator=3ef59e8	yes	git_zona.py voskresit --branch zahod/B1-test-organizator	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/B1-v21-konduit	tombstone	mogila/zahod/B1-v21-konduit=8d956ff	yes	git_zona.py voskresit --branch zahod/B1-v21-konduit	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/B2-v10-ochered	skip	mogila/zahod/B2-v10-ochered=25a3275	no	git_zona.py voskresit --branch zahod/B2-v10-ochered	NOT closed: a tombstone of the same name already exists on an older tip; branch fully in trunk, kept — VOPROSY #2
10:50	2	spetsmat-bot	zahod/C-kabinet-shkolnika	tombstone	mogila/zahod/C-kabinet-shkolnika=da3ab5a	yes	git_zona.py voskresit --branch zahod/C-kabinet-shkolnika	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/C-urok-raspredelenie	tombstone	mogila/zahod/C-urok-raspredelenie=d063368	yes	git_zona.py voskresit --branch zahod/C-urok-raspredelenie	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/C-v1-zapis	tombstone	mogila/zahod/C-v1-zapis=e1934ec	yes	git_zona.py voskresit --branch zahod/C-v1-zapis	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/C-v5-odno-okno	tombstone	mogila/zahod/C-v5-odno-okno=7475218	yes	git_zona.py voskresit --branch zahod/C-v5-odno-okno	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/P1-yadro	tombstone	mogila/zahod/P1-yadro=ef1663b	yes	git_zona.py voskresit --branch zahod/P1-yadro	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/P16-eksport	tombstone	mogila/zahod/P16-eksport=6d94667	yes	git_zona.py voskresit --branch zahod/P16-eksport	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/P17-konstanty	tombstone	mogila/zahod/P17-konstanty=6c4295d	yes	git_zona.py voskresit --branch zahod/P17-konstanty	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/R3-istochniki	tombstone	mogila/zahod/R3-istochniki=63603cc	yes	git_zona.py voskresit --branch zahod/R3-istochniki	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/S1-slot-i-routy	tombstone	mogila/zahod/S1-slot-i-routy=112c6e3	yes	git_zona.py voskresit --branch zahod/S1-slot-i-routy	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/TEST-uchitel	tombstone	mogila/zahod/TEST-uchitel=c2f2c5e	yes	git_zona.py voskresit --branch zahod/TEST-uchitel	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/V14-raspredelenie	tombstone	mogila/zahod/V14-raspredelenie=bfd9f17	yes	git_zona.py voskresit --branch zahod/V14-raspredelenie	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/aktualnyj-listok-naverh-i-dedlajn	tombstone	mogila/zahod/aktualnyj-listok-naverh-i-dedlajn=f303650	yes	git_zona.py voskresit --branch zahod/aktualnyj-listok-naverh-i-dedlajn	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/bekap-avtorizacia	tombstone	mogila/zahod/bekap-avtorizacia=f319576	yes	git_zona.py voskresit --branch zahod/bekap-avtorizacia	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/bystro-i-bezopasno	tombstone	mogila/zahod/bystro-i-bezopasno=53fda6a	yes	git_zona.py voskresit --branch zahod/bystro-i-bezopasno	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/data-i-istoria-kletki	tombstone	mogila/zahod/data-i-istoria-kletki=1ff625f	yes	git_zona.py voskresit --branch zahod/data-i-istoria-kletki	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/dozabivka-dolgov-sklejki	tombstone	mogila/zahod/dozabivka-dolgov-sklejki=ed1624f	yes	git_zona.py voskresit --branch zahod/dozabivka-dolgov-sklejki	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/dver-sekretov-spisok	tombstone	mogila/zahod/dver-sekretov-spisok=276a1cc	yes	git_zona.py voskresit --branch zahod/dver-sekretov-spisok	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/gejt-pravda	tombstone	mogila/zahod/gejt-pravda=ece6c07	yes	git_zona.py voskresit --branch zahod/gejt-pravda	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/glavnaya-i-stranicy-listkov	tombstone	mogila/zahod/glavnaya-i-stranicy-listkov=9185a3e	yes	git_zona.py voskresit --branch zahod/glavnaya-i-stranicy-listkov	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/istoria-zanyatij	tombstone	mogila/zahod/istoria-zanyatij=455761c	yes	git_zona.py voskresit --branch zahod/istoria-zanyatij	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/kabinet-plitki	tombstone	mogila/zahod/kabinet-plitki=a0e9c8a	yes	git_zona.py voskresit --branch zahod/kabinet-plitki	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/kanon-verstki	tombstone	mogila/zahod/kanon-verstki=a65daee	yes	git_zona.py voskresit --branch zahod/kanon-verstki	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/karkas-menyu-kabinet	tombstone	mogila/zahod/karkas-menyu-kabinet=893cba8	yes	git_zona.py voskresit --branch zahod/karkas-menyu-kabinet	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/konduit-panel	tombstone	mogila/zahod/konduit-panel=39025f6	yes	git_zona.py voskresit --branch zahod/konduit-panel	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/lichnaya-stranica-prepodavatelya	tombstone	mogila/zahod/lichnaya-stranica-prepodavatelya=326002f	yes	git_zona.py voskresit --branch zahod/lichnaya-stranica-prepodavatelya	fully in main (rc=0)
10:50	2	spetsmat-bot	zahod/pages-i-materialy	tombstone	mogila/zahod/pages-i-materialy=37aa1e0	yes	git_zona.py voskresit --branch zahod/pages-i-materialy	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/paroli-shkolnikov	tombstone	mogila/zahod/paroli-shkolnikov=6e1190f	yes	git_zona.py voskresit --branch zahod/paroli-shkolnikov	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/poisk-i-kartochka	skip	mogila/zahod/poisk-i-kartochka=cba0a77	no	git_zona.py voskresit --branch zahod/poisk-i-kartochka	NOT closed: a tombstone of the same name already exists on an older tip; branch fully in trunk, kept — VOPROSY #2
10:51	2	spetsmat-bot	zahod/pravila-raspredeleniya	tombstone	mogila/zahod/pravila-raspredeleniya=2a9eb0b	yes	git_zona.py voskresit --branch zahod/pravila-raspredeleniya	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/raspil-monolita	tombstone	mogila/zahod/raspil-monolita=4ae8b6f	yes	git_zona.py voskresit --branch zahod/raspil-monolita	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/raspredelenie-kolonki	tombstone	mogila/zahod/raspredelenie-kolonki=bcfab90	yes	git_zona.py voskresit --branch zahod/raspredelenie-kolonki	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/shirina-prep-vdn	tombstone	mogila/zahod/shirina-prep-vdn=663e97c	yes	git_zona.py voskresit --branch zahod/shirina-prep-vdn	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/skleit-adminku-s-sajtom	tombstone	mogila/zahod/skleit-adminku-s-sajtom=9c29aaa	yes	git_zona.py voskresit --branch zahod/skleit-adminku-s-sajtom	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/statistiki-i-grobarij	tombstone	mogila/zahod/statistiki-i-grobarij=7882ebd	yes	git_zona.py voskresit --branch zahod/statistiki-i-grobarij	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/storozh-vstal	tombstone	mogila/zahod/storozh-vstal=3e99b9a	yes	git_zona.py voskresit --branch zahod/storozh-vstal	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/verstka-raspredeleniya	tombstone	mogila/zahod/verstka-raspredeleniya=cd6f0b7	yes	git_zona.py voskresit --branch zahod/verstka-raspredeleniya	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/vhod-organizatora-dorabotka	tombstone	mogila/zahod/vhod-organizatora-dorabotka=6a10a92	yes	git_zona.py voskresit --branch zahod/vhod-organizatora-dorabotka	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/vidy-zadach	tombstone	mogila/zahod/vidy-zadach=ee3922c	yes	git_zona.py voskresit --branch zahod/vidy-zadach	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/vnesenie-zadach	tombstone	mogila/zahod/vnesenie-zadach=54865ee	yes	git_zona.py voskresit --branch zahod/vnesenie-zadach	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/vygruzka-v-tablicu	tombstone	mogila/zahod/vygruzka-v-tablicu=6d21e7c	yes	git_zona.py voskresit --branch zahod/vygruzka-v-tablicu	fully in main (rc=0)
10:51	2	spetsmat-bot	zahod/zhurnal-setka	tombstone	mogila/zahod/zhurnal-setka=ba288e9	yes	git_zona.py voskresit --branch zahod/zhurnal-setka	fully in main (rc=0)
10:51	2	spetsmat-bot	zamer/baza-457342e	tombstone	mogila/zamer/baza-457342e=ddb7af7	yes	git_zona.py voskresit --branch zamer/baza-457342e	fully in main (rc=0)
10:51	2	spetsmat-bot	zamer/noch2-01391ae	tombstone	mogila/zamer/noch2-01391ae=01391ae	yes	git_zona.py voskresit --branch zamer/noch2-01391ae	fully in main (rc=0)
10:52	2	disciplina	zahod/sudya-ne-perepisyvaet-cheloveka	merge	01f252877	in trunk, pushed; fixture orkestr PROGNAT rc=0 (7 traps)	git revert -m1 01f252877	conflict PROGNAT.sh + test_orkestr_kontur.py resolved by union (trunk trap e, branch trap zh); header still says 6 traps — cosmetic, not edited
10:52	2	disciplina	zahod/sudya-ne-perepisyvaet-cheloveka	tombstone	mogila/zahod/sudya-ne-perepisyvaet-cheloveka	yes	git_zona.py voskresit --branch zahod/sudya-ne-perepisyvaet-cheloveka	after merge
10:52	2	disciplina	zayavka 2026-09-17T1911-otkaz-zahod-sudya-ne-perepisyvaet-cheloveka-main	close	-	yes	-	resolved by the merge
10:52	2	spetsmat-bot	volna-b-server	merge	8efd677	in trunk, pushed; merge diff vs parent empty	git revert -m1 8efd677	content already in main (subagent: 22/24 files byte-identical; ustanovka.sh trunk has the fixed --tolko loop 10a824e); conflict resolved by trunk side
10:52	2	spetsmat-bot	volna-b-server	tombstone	mogila/volna-b-server	yes	git_zona.py voskresit --branch volna-b-server	after merge
10:53	2	disciplina	zahod/git-bez-zamkov	skip	-	-	-	already merged before this pass (beea8ce5f), local branch already gone — VOPROSY #3
10:53	2	arhiv-london-avgust-2026	pages	skip	-	-	-	left: unrelated history to main (a Pages branch) — VOPROSY #4
10:53	2	disciplina	zahod/byudzhety-i-rashod	skip	-	-	-	left: stopped unfinished by the owner's word (F2); code conflict in bootstrap_mandate.py — VOPROSY #5
10:53	2	disciplina	zahod/roli-i-dver-brifa	skip	-	-	-	left: stopped unfinished by the owner's word (F2); 3 code conflicts — VOPROSY #6
10:53	2	disciplina	zahod/dobor-s-mesta	skip	-	-	-	left: its own diary says it conflicts with an already-merged duplicate dobor-s-mesta + M-1; 5 code conflicts — VOPROSY #7
10:53	2	disciplina	zahod/git-zona-zona-shire-kontrakta	skip	-	-	-	left: its only change wipes its own brief (-658 lines) — merging would erase the brief in trunk — VOPROSY #8
10:53	2	disciplina	zahod/snimok-nazyvaet-avtora	skip	-	-	-	left: header part already in main (9d91fb216); the rest main rejected on purpose (trap SV4) — VOPROSY #9
10:53	2	disciplina	zahod/generator-rychaga	skip	-	-	-	partly merged: up to 33ebd512e (374e825b0); tip cf5e91692 = 3 rescue backup files only, left — VOPROSY #10
10:53	2	matemdigest-map	rabota	skip	-	-	-	left: unrelated history to main; it is the checked-out working branch — VOPROSY #11
10:53	2	matemdigest-map	zahod/stil-noch	skip	-	-	-	left: unrelated history to main — VOPROSY #11
10:53	2	materials	main	skip	-	-	-	left by rule: main is the published site, never merge into or from it here
10:53	2	sayt-sistemy-konstantinova	tagging	skip	-	-	-	left: 219 commits, 1124 files — diverged big work, checked out — VOPROSY #12
10:53	2	spetsmat-bot	zahod/B1-v14-vid	skip	-	-	-	left: unfinished autosave; main rolled this view back on purpose (0be9ed8) and redid it via B2-v14-raskladka (d5e9ffa) — VOPROSY #13
10:53	2	materials	zahod/perepis-diska	merge	a8fc2794	in trunk, pushed d4d497f6	git revert -m1 a8fc2794	merged as part of claude/bold-faraday-wq09ql (branch was already contained in it)
10:53	2	materials	zahod/uborka-materials	merge	a8fc2794	in trunk, pushed d4d497f6	git revert -m1 a8fc2794	merged as part of claude/bold-faraday-wq09ql (branch was already contained in it)
10:53	2	materials	zahod/perepis-diska	tombstone	mogila/zahod/perepis-diska=58efc233	yes	git_zona.py voskresit --branch zahod/perepis-diska	fully in arka/mat-kostyak
