# id	масштаб	форма
# Заполняет заход. форма: ориентир | WARN | гейт (по умолчанию у всех — ориентир)
V1060	периодичность вычистки git-инцидентов в журнале фабрики (`_INFRA-git/INCIDENTY.md`) — замер РАБОТЫ, а не продукта; сказано как оценка сложившейся практики, и в том же разделе источника предпосылка владельца про git проверена по живым файлам и НЕ подтвердилась	ориентир
V1070	лекция целиком, один html-файл; названо 31.07 в списке ориентиров при снятии сборки Л1. 🔴 Ровно это число владелец САМ привёл как пример негодного гейта: «сказать, что не может быть больше 50 слайдов, хотя в теории в одном html может быть содержание нескольких лекций» — поэтому форма «ориентир», а не WARN, вопреки категоричности реплики	ориентир
V1071	объём текста в ОДНОЙ колонке слайда (не на слайде целиком и не в части лекции); названо 31.07 в том же списке ориентиров при снятии сборки Л1	ориентир
V1072	длительность ОДНОЙ лекции курса теории категорий, названа 31.07 при снятии сборки Л1 как замена прежним двум часам; конфликтует с другими числами длительности в корпусе (см. КОНФЛИКТУЮЩИЕ)	ориентир
V1075	курс «Введение в теорию категорий», внутренний мат-каркас как ДОКУМЕНТ; ожидание владельца ДО разведки 21.07 — то есть предсказание, а не замер, и он сам назвал ему контр-гипотезу «полсотни утверждений» в том же разговоре (V1083)	ориентир
V1080	курс теории категорий ЦЕЛИКОМ (шесть часов ≈ четыре лекции); названо «много» в смысле «трудно мотивировать», а не «не успеем» — владелец это различие проговорил в той же реплике	ориентир
V1082	пропорция формальной теории к распаковке в КНИГЕ Ловера — внешний образец, а не наш дек; названа меркой ГОДНОЙ распаковки, то есть признаком качества, а не нормативом объёма	ориентир
V1083	число внутренних утверждений в зоне курса до сопряжений; названо владельцем как контр-гипотеза его же ожиданию «мат-каркас крошечный, ~2 стр» (V1075) — две оценки одной величины в одном разговоре, обе его	ориентир
V1095	внешние (мотивирующие) утверждения курса теории категорий против «маленького» внутреннего костяка; порядок величины на глаз при постановке задачи, а не счёт по списку	ориентир
V1102	доля плоского списка внутренних утверждений, снимаемая сводимостью и принципом двойственности; оценка владельца на глаз при разборе результата фазы Ф3 21.07, до пересчёта	ориентир
V1104	доказательства курса теории категорий суммарно, при объёме курса шесть часов; замер РЕЗУЛЬТАТА фазы Ф3 21.07 и повод возражения «куда делось всё остальное», а не норматив	ориентир
V1105	окно сравнения с ЧУЖИМИ курсами (условный MIT) — сколько содержательных утверждений они доказывают в первых трёх лекциях; мерка для разведки, а не ориентир нашего продукта	ориентир
V1113	содержательные доказательства курса на шесть часов — тот же замер, что V1104, в другой единице; в этой же сессии число выросло 3 → 4 → 5 по решениям владельца, то есть цифра нестабильна внутри одного дня	ориентир
V1118	то же после принятых решений: четыре содержательных утверждения на шесть часов курса; владелец объяснение принял, но ощущение странности от пропорции осталось	ориентир
V1125	потолок охвата курса теории категорий — понятия и утверждения «до сопряжений»; названо 23.07 при открытии версии 2, единица измерения тут не число, а место в теории	ориентир
V1126	ПРОЦЕДУРА фабрики, а не продукт: двухступенчатый гейт фазы БРИФ. В записи НЕТ ни одной реплики владельца — жёсткость несёт строка дневника, написанная аналитиком и атрибутированная владельцу: «Решение владельца 23.07: гейт БРИФ-фазы двухступенчатый», рядом «До финального гейта документ не трогается». Правило захода требует слов САМОГО владельца о жёсткости ⇒ форма ПОНИЖЕНА WARN→ориентир верификацией 31.07 (поле масштаба само признавало отсутствие цитаты, а форма этому противоречила); второе число той же записи (живой образец на 3–4 блоках) — тоже ориентир	ориентир
V1128	упражнения внутренней карты курса теории категорий: 173 — счёт НАЙДЕННЫХ упражнений, а решения к ним владелец велел не искать и не писать; число измеряет объём материала, а не норму на лекцию	ориентир
V1139	правки ВИДА собранного HTML-документа карты курса, утро 24.07; замер объёма РАБОТЫ («легко внести»), а не ориентир продукта — сравнимо с V0428 пачки 2	ориентир
V1140	целевая доля «хорошего вида» того же HTML-документа карты при приёмке 24.07; порог приёмки на глаз, и владелец сам смягчил его словом «хотя бы»	ориентир
V1141	лекция курса теории категорий на этапе ЛАНДШАФТА 16.07 (дека ещё нет): 90 минут названы ИЗБЫТКОМ, а не потолком — этой репликой владелец разворачивает расчёт исполнителя «не влезает»; в пересчёте на курс 9 × 90 = 13,5 часа	ориентир
V1147	темп прохождения ПРОГРАММЫ курса теории категорий — какое понятие к какой лекции (CCC к 3-й, LCCC к 5-й); принято как цель вместо гипотезы 4/8, то есть ускорение; ориентир программы курса, а не одной лекции	ориентир
V1150	возраст ядра зала курса теории категорий — программисты 35+, не математики; замер АДРЕСАТА, а не продукта. ⚠ Правка 31.07 — прежняя формулировка масштаба была ДОДУМАНА: строка «не калибруемся на сильных» в источнике не запрет владельца, а цитата из ТЗ, приведённая ради ОПРОВЕРЖЕНИЯ («Инверсия… это не „не калибруемся на сильных“»); 20.07 переиграно — «Айтишники 35+ в зале остаются, но низ калибровки не задают». Класс записи в корпусе — спорное	ориентир
V1153	слайды одной лекции (Л1 теорката), приёмка конспекта 28.07: факт 56 против ориентира «меньше 50». Единицу владелец уточнил сам в V1157 — «меньше 50» относится к слайдам вообще, не только со сценами	ориентир
V1154	тот же ориентир на ту же лекцию, названный в паре: «меньше 50» и «около 30 вывезем». Пару владелец примиряет сам в V1157 разными единицами счёта, поэтому противоречия между этими двумя числами нет	ориентир
V1156	слайд-перебивка внутри лекции Л1 теорката: цена полминуты, и такой слайд НЕ входит в счёт «30». Уточнение единицы измерения прежнего ориентира, а не новый ориентир	ориентир
V1157	🔴 владелец сам снимает конфликт своих же двух чисел по лекции Л1: «30» — слайды СО СЦЕНАМИ, «50» — слайды вообще. Единицы разные, поэтому числа не противоречат; это единственное место корпуса, где развилку закрывает сам владелец	ориентир
V1158	живой замер УЖЕ ПРОШЕДШЕЙ лекции (28.07, «вчера»): материал на 1,5 часа уложился в 1 час. Замер одного прогона с названной владельцем причиной ускорения — зал перестал задавать вопросы, — а не норма темпа	ориентир
V1162	потолок лекции Л1 теорката при приёмке упаковки 28.07: факт 186 минут против 120. Это потолок ПРИЁМКИ, и он на 30 минут ВЫШЕ 90 минут, названных избытком 16.07 (V1141); 31.07 владелец вернулся к 90 (V1072) — величина колебалась 90 → 120 → 90 за две недели	ориентир
V1163	показная часть слайда лекции Л1: десять примеров на одном слайде вместе стоят две минуты. Это правило СЧЁТА минут — по слайду целиком, а не по блокам внутри него, — и оно уточняет, как получены 186 и 120 минут из V1162	ориентир
V1164	акты лекции Л1 теорката после разреза 29.07: четыре акта с распределением 9 · 7 · 8 · 8 плюс три слайда-разделителя = 35 слайдов. Число актов выбрано по признаку «провал в середине снимается», а не по арифметике слайдов	ориентир
V1168	уже свёрстанные слайды лекции Л1 на момент ночной цепочки заходов 29–30.07: 55 — замер ГОТОВОГО объёма работы и причина перевёрстывать, а не пересобирать; выше собственного ориентира владельца «меньше 50»	ориентир
V1169	главы УЧЕБНИКОВ (Riehl 51 стр., Mac Lane 24, Awodey 28) против реальной лекционной записки (Altenkirch, 6 стр.); владелец подтверждает, что мера объёма с главы учебника в лоб не переносится — замер ЧУЖИХ источников, а не норма нашей лекции	ориентир
V1170	доказательства на ОДНУ лекцию Л1 теорката, 18.07: 5–7 названы ИЗБЫТОЧНЫМИ. 🔴 В том же разделе источника владелец называет то же число нижней границей (V1171) — величина и её знак не сходятся внутри одного разговора, поэтому в гейт не идёт ни в какую сторону	ориентир
V1171	то же — 5–7 доказательств на лекцию Л1, но как НИЖНЯЯ граница («меньше — мало»); прямое противоречие V1170, сказанное в том же разделе источника 18.07	ориентир
V1173	короткие примеры на одну лекцию Л1 теорката, 18.07: ~30 против предложенных аналитиком 10–12. Названо ГЛАВНЫМ запросом владельца, то есть число выражает приоритет, а не потолок	ориентир
V1180	калибровочная точка ЗАЛА (сильный мат-класс, 11 класс), 18.07 — замер адресата, не продукта; 20.07 владелец сместил зал на студентов (V1202), то есть точка внутри корпуса не постоянна	ориентир
V1187	объём предложенного материала в минутах — 40 вместо полной лекции; замер НЕДОСТАТКА контента в конкретном предложении аналитика 18.07, а не норма длительности лекции	ориентир
V1190	длительность одной лекции курса теории категорий, 18.07: 1,5–2 часа. Часть цепочки, в которой величина колебалась 90 → 120 → 90 минут (V1141 16.07, V1162 28.07, V1072 31.07)	ориентир
V1191	охват всего ВВЕДЕНИЯ курса теории категорий — 2–3 лекции, из которых реальная первая вырезается; число измеряет введение, а не одну лекцию, и с числами лекции не сравнимо	ориентир
V1210	открытая лекция про треугольник Паскаля (школьный кружок, `lsh-2026-perechislitelnaya`), сборка 27.07: три конкурирующие мотивации к ОДНОМУ факту названы признаком, что мотивации нет ни одной. Число тут не порог сверху, а признак брака	ориентир
V1212	та же лекция Паскаля при сверке габарита 27.07: 72 сцены не влезают в 90 минут — замер отбракованного ЧЕРНОВИКА; конечный габарит той же лекции 42 сцены (V1224), то есть 72 не норма, а верхняя отметка неудачи	ориентир
V1217	языки описания объекта в лекции Паскаля — четыре, а не три; счёт САМОСТОЯТЕЛЬНЫХ языков для детской аудитории, и владелец запретил молча схлопывать четвёртый	ориентир
V1219	длина примера в вопросе в зал на лекции Паскаля: 1 → 2 → 3, не сразу 4. Число задаёт ПОРЯДОК нарастания примеров, а не их количество	ориентир
V1220	нетривиальная формула на слайде лекции Паскаля: одна упакованная идея на формулу — счёт идей внутри одной формулы, а не на слайд целиком	ориентир
V1221	слайд лекции Паскаля: одна мысль = один слайд, а второй вид той же мысли даёт сцену, не слайд. Это ОПРЕДЕЛЕНИЕ единицы счёта, от которого зависят все ориентиры «сколько слайдов» в корпусе	ориентир
V1223	ЭТАЛОННАЯ лекция (Бюфон), а не Паскаль: 17 слайдов / 46 сцен, 2,7 сцены на слайд, максимум 5 назван пределом. Владелец отказал во вставке бота словами «уже плотный», то есть число выражает исчерпанность, а не норматив	ориентир
V1224	траектория объёма лекции Паскаля за ОДНУ сессию 27.07: 32 → 27 → 21 → 17 → 15 слайдов, итог 15 слайдов и 42 сцены на 90 минут. Пять срезов за день — число нестабильно внутри одной сессии, и это черновой путь, а не норма	ориентир
V1225	текстовая колонка живого слайда владельца (лекция Паскаля), снято скриншотом: ~750 знаков при корпусе-эталоне 400–900. Совпадает с V1071 из другого источника и на четыре дня РАНЬШЕ (27.07 против 31.07) — единственный ориентир корпуса, подтверждённый дважды независимо	ориентир
V1226	🔴 та же лекция Паскаля, ЖИВОЙ прогон 27.07: 50 минут против запланированных 90 при СОШЕДШЕМСЯ габарите по слайдам и сценам (15/42 против эталонных 17/46). Число опровергает пригодность слайдов и сцен как единицы измерения минут — гейт на них краснел бы на здоровом	ориентир
V1228	нотация лекции Паскаля: 100 шагов в постановке задачи, 10 в выкладках, буквенная формула ровно одна. Числа задают, ГДЕ остаются конкретные значения вместо букв, а не объём материала	ориентир
V1235	лекция Л1 курса теории категорий, 30.07 ~04:35: 🔴 число ОТМЕНЕНО вместе с жанром — «нам это не нужно слайды на полтора-на два часа», потому что артефакт стал слайд-конспектом для чтения постфактум. Словарь FORMY знака не имеет, поэтому снятое число стоит в реестре как ориентир	ориентир
V1239	место в артефакте Л1, а не количество: второй слайд — то место, где обязано появиться главное слово «функториальность». Ориентир ПОЗИЦИИ, и в гейт по числу слайдов он не переводится	ориентир
V1243	короткие примеры в разбираемой части Л1, 30.07: десять названы перебором, целевого числа владелец не назвал, а велел на тех же примерах говорить подробнее. Сравнивать с V1173 («~30 примеров на лекцию», 18.07) прямо нельзя: там единица лекция, здесь часть	ориентир
V1245	финалы артефакта Л1: один вместо двух — счёт структурных элементов; сказано с оговоркой «про резюме не могу сказать», то есть решение владельцем не закрыто	ориентир
V1246	определение в Л1: один слайд на одно определение. Владелец сам добавил, что слайдов из-за этого придётся дописать много — число сознательно ПОВЫШАЕТ габарит, а не ограничивает его	ориентир
V1249	место в артефакте Л1: второй экран — место, где показывается композиция. Ориентир позиции, и причина названа живым залом: «люди задавали вопрос, как их компонировать»	ориентир
V1255	аудитории Л1: две обслуживаются одновременно, а выбор между ними ОТЛОЖЕН до следующей лекции. Число говорит о нерешённости вопроса, а не о норме	ориентир
V1256	слайды одной ЧАСТИ Л1 (не лекции целиком), 30.07 ~17:00: 50 названы «как будто бы много очень», и владелец потребовал объяснить, за счёт чего рост. Единица — часть, поэтому с ориентирами «меньше 50 на лекцию» (V1070, V1153) прямо не сравнивается	ориентир
V1257	иллюстрация в Л1: конкретное $n=7$ и биномы $\binom 72$, $\binom 75$ вместо общего $n$ — то же правило «сначала конкретное число, потом общая формула», что V1227 в лекции Паскаля, применённое к другому курсу	ориентир
V1268	фигура в Л1 играется трижды: три тождества, три арены, те же арены как объекты. Число выражает МНОЖЕСТВЕННОСТЬ как мотив обобщения, а не объём материала	ориентир
V1269	список слайдов Л1 за семь редакций 30.07: 50 → 23 → 16 → 17 → 14 → 15, а в деке 13. Семь редакций за сутки — число нестабильно внутри дня, ровно как пять срезов лекции Паскаля в V1224	ориентир
V1284	единицы артефакта курса теорката (карточки-герои), 21.07 при хэндоффе: 10 мало, надо больше 20. Нижняя граница объёма материала, а не потолок	ориентир
V1316	точка калибровки ЗАЛА курса теории категорий, 20.07 («зал назначен»): 11 класс матшколы или 1 курс — низ по МАТЕМАТИЧЕСКОЙ силе при формальной неподготовленности; замер адресата, не продукта	ориентир
V1317	возраст другой части того же зала — айтишники 35+; принято явно, что низ калибровки они НЕ задают и часть материала потребует от них дополнительного погружения. То же число, что V1150 из другого источника и на четыре дня раньше (16.07 против 20.07)	ориентир
V1320	объём ЗАКАЗА, названный на звонке 18.07: на владельце сейчас только первая лекция. Конфликтует с планированием того же дня — три лекции (V1321, V1322): заказ и план измеряют разное, и в корпусе они стоят рядом без пометки об этом	ориентир
V1321	объём КУРСА теории категорий по планированию владельца 20.07: три лекции, около шести реальных часов, потолок CCC. Слово «реальных» — оговорка самого владельца, то есть часы астрономические, а не слайдовые	ориентир
V1322	тот же объём курса с допуском: три лекции решены, растянуться можно на четыре. Верхняя вилка того же числа, а не независимое второе	ориентир
V1323	микроарки лекции теорката, 27.07: 10 за ОДИН ход — именно это отклонено, законный такт один. Число измеряет РАБОТУ (сколько предъявлять за раз), а не продукт	ориентир
V1324	ФОРМА микроарки как единицы лекции (дневник помечает решение как durable): 2–5 слайдов, слайд = 3–4 минуты, слайд может содержать сцены. Единственный ориентир корпуса, задающий цену слайда в минутах напрямую. ⚠ в записи ПЕРЕСКАЗ аналитика, дословных слов владельца нет	ориентир
V1329	разделы в фиксируемом финале лекции теорката, 27.07: два больших раздела с подразделами; сказано как «я бы здесь даже сделал», то есть предложение, а не норма	ориентир
V1330	масштаб раздела лекции: ≈15–20 минут, 7–8 разделов на два часа. Арифметика сходится (7,5 × 16 ≈ 120), то есть это внутренне согласованная ПАРА, а не два независимых числа. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1333	такт работы над лекцией: один подраздел за один ход. Замер РАБОТЫ, а не продукта. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1343	обзоры курса, 16.07: один текст = одна лекция, и склейка дала девять текстов вместо пяти. Причину назвал сам владелец — темп стал вдвое плотнее, и всё посыпалось следом. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1351	обзоры к сроку 17.07: девять против предложенных исполнителем трёх; владелец урезание НЕ принял, строка снята. Замер объёма РАБОТЫ, а не продукта. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1354	листок школьного занятия Л3 (кодирование, шестой класс), замер ПРОВЕДЁННОГО занятия 13.07: ~2–3 знакомые задачи на ученика. Владелец прямо сказал, что ~10 задач в листке нормально, то есть сам развёл ориентир объёма и претензию к свежести. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1355	пул задач для того же занятия Л3: не меньше трёх простых ГАРАНТИРОВАННО неизвестных, источники иностранные и непереведённые. Нижняя граница внутри большого пула, из которого выбирает сам владелец. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1360	задачи в листке занятия Л3: 7 мало, надо ~10–12, оптимум 10. Совпадает с «~10 нормально» из V1354 — ориентир листка подтверждён дважды внутри одного источника. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1361	вводная часть занятия с ШЕСТИКЛАССНИКАМИ: держат ли они больше 30 минут — владелец поставил ВОПРОСОМ, а не утверждением, и велел вводную дозировать. То же полчаса, что V0607 пачки 2, но на другом зале. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1364	задачи листка Л3: четыре однотипные (№2/3/4 дублируют №1) названы перебором, нужна одна линия. Число измеряет ДУБЛИРОВАНИЕ, а не объём листка. ⚠ ПЕРЕСКАЗ аналитика	ориентир
V1375	печатный листок Л3: всё на ОДНУ страницу, односторонняя печать. Владелец назвал это итогом, и обоснование его же — «двусторонняя возня не нужна»; ориентир формата бумаги, а не объёма содержания. ⚠ ПЕРЕСКАЗ аналитика	ориентир
