source	target	kind
kurs-puti-i-volny/plan/src/punkty.md	p-18	contains
kurs-puti-i-volny/plan/src/punkty.md	p-19	contains
kurs-puti-i-volny/plan/src/punkty.md	p-20	contains
kurs-puti-i-volny/plan/src/punkty.md	p-21	contains
kurs-puti-i-volny/plan/src/punkty.md	p-22	contains
kurs-puti-i-volny/plan/src/punkty.md	p-23	contains
kurs-puti-i-volny/plan/src/punkty.md	p-24	contains
kurs-puti-i-volny/plan/src/punkty.md	p-25	contains
kurs-puti-i-volny/plan/src/punkty.md	p-26	contains
kurs-puti-i-volny/plan/src/punkty.md	p-27	contains
kurs-puti-i-volny/plan/src/punkty.md	p-28	contains
kurs-puti-i-volny/plan/src/punkty.md	p-29	contains
kurs-puti-i-volny/plan/src/punkty.md	p-30	contains
kurs-puti-i-volny/plan/src/punkty.md	p-31	contains
kurs-puti-i-volny/plan/src/punkty.md	p-32	contains
kurs-puti-i-volny/plan/src/punkty.md	p-33	contains
kurs-puti-i-volny/plan/src/punkty.md	finish	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	polosa-put	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	ploshchad	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	obekt	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	start-parametr	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	tri-oblasti	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	katalan-schet	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	ballotnye	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	binom-porog	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	fibonachchi	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	veroyatnost-vozvrata	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	edinicy-m1	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	dvoyki-m2	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	troyki-m4	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	lestnica-potolka	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	zamknutye-sverhu	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	normirovka-monom	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	ploshchad-sdvig	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	gaussov-binom	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	q-katalan	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	chebyshev	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	izobrazheniya	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	spektr	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	dvoystvennost	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	pervyy-vozvrat	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	q-kontinuanty	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	polyusa-rost	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	q-izobrazheniya	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	net-q-spektra	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	formula-katalana	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	bine	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	otrazhenie	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	sdvig-gaussova	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	pyatiugolnaya	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	rodzhers-ramanudzhan	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	yakobi	contains
obzory/funkciya-putey-i-ee-uravneniya/SKELET.md	modulyarnost	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-put	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-ves	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-funkciya	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-oblasti	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-katalan	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-binom	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-ballot	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-fib	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-lestnica	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-gauss	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/00-obshchee.md	lek-qkatalan	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-otrazhenie	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-ballot-formula	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-katalan-otrazhenie	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-izobrazheniya	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-gashenie	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/01-kombinatornyy.md	lek-q-izobrazheniya	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-pervyy-vozvrat	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-drob	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-katalan-uravnenie	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-chebyshev	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-polyusa	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/02-algebraicheskiy.md	lek-q-kontinuanty	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-uravnenie-shaga	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-spektr	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-rost	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-lestnica-spektr	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-bine	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/03-raznostnye.md	lek-net-q-spektra	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-dvoystvennost	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-kvadratichnye	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-pyatiugolnaya	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-yakobi	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-rodzhers	contains
obzory/funkciya-putey-i-ee-uravneniya/LEKCIYA/04-funkcionalnoe.md	lek-modulyarnost	contains
